"","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","WT01","WT03"
"472","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/17/2015",0.74,0,0,63,55,1,NA
"473","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/18/2015",0.25,0,0,73,63,1,NA
"474","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/19/2015",0.52,0,0,71,66,1,NA
"475","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/20/2015",0,0,0,77,59,NA,NA
"476","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/21/2015",0,0,0,71,49,NA,NA
"477","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/22/2015",0,0,0,79,51,NA,NA
"478","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/23/2015",0,0,0,69,55,NA,NA
"479","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/24/2015",0,0,0,76,48,NA,NA
"480","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/25/2015",0.92,0,0,79,59,1,1
"481","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/26/2015",0,0,0,83,57,NA,NA
"482","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/27/2015",0,0,0,71,51,NA,NA
"483","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/28/2015",0.02,0,0,73,53,NA,NA
"484","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/29/2015",0.84,0,0,64,54,1,NA
"485","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","4/30/2015",0,0,0,74,52,NA,NA
"486","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/1/2015",0,0,0,70,48,NA,NA
"487","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/2/2015",0,0,0,77,52,NA,NA
"488","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/3/2015",0,0,0,79,55,NA,NA
"489","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/4/2015",0,0,0,81,59,NA,NA
"490","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/5/2015",0,0,0,81,59,NA,NA
"491","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/6/2015",0,0,0,82,60,NA,NA
"492","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/7/2015",0,0,0,84,61,NA,NA
"493","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/8/2015",0,0,0,87,63,NA,NA
"494","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/9/2015",0,0,0,85,69,NA,NA
"495","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/10/2015",0,0,0,89,68,NA,NA
"496","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/11/2015",0,0,0,89,69,NA,NA
"497","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/12/2015",0,0,0,84,70,NA,NA
"498","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/13/2015",0,0,0,85,62,NA,NA
"499","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/14/2015",0,0,0,84,63,NA,NA
"500","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/15/2015",0,0,0,80,68,NA,NA
"501","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/16/2015",0,0,0,85,67,NA,NA
"502","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/17/2015",0.4,0,0,85,68,1,NA
"503","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/18/2015",1.19,0,0,83,69,1,1
"504","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/19/2015",0,0,0,85,69,NA,NA
"505","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/20/2015",0,0,0,87,68,NA,1
"506","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/21/2015",0,0,0,80,58,NA,NA
"507","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/22/2015",0,0,0,78,51,NA,NA
"508","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/23/2015",0,0,0,81,60,NA,NA
"509","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/24/2015",0,0,0,83,62,NA,NA
"510","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/25/2015",0.55,0,0,81,66,1,1
"511","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/26/2015",1.08,0,0,84,66,1,1
"512","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/27/2015",0.44,0,0,83,66,1,1
"513","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/28/2015",0.59,0,0,81,67,1,1
"514","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/29/2015",0,0,0,84,67,1,NA
"515","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/30/2015",0,0,0,85,67,NA,NA
"516","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","5/31/2015",0.19,0,0,84,68,1,1
"517","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/1/2015",0.03,0,0,80,68,1,1
"518","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/2/2015",0.12,0,0,84,65,1,1
"519","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/3/2015",0.06,0,0,80,66,NA,1
"520","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/4/2015",0,0,0,79,64,NA,NA
"521","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/5/2015",0,0,0,86,66,NA,NA
"522","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/6/2015",0,0,0,89,69,NA,NA
"523","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/7/2015",0,0,0,89,72,NA,NA
"524","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/8/2015",0,0,0,88,72,NA,NA
"525","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/9/2015",1.12,0,0,88,69,NA,1
"526","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/10/2015",1.04,0,0,85,67,1,1
"527","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/11/2015",0.91,0,0,86,71,1,1
"528","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/12/2015",0.09,0,0,85,69,1,NA
"529","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/13/2015",0,0,0,89,69,NA,NA
"530","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/14/2015",0,0,0,92,72,NA,NA
"531","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/15/2015",0,0,0,94,75,NA,NA
"532","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/16/2015",0,0,0,94,75,NA,NA
"533","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/17/2015",0,0,0,94,77,NA,NA
"534","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/18/2015",0.2,0,0,95,73,NA,1
"535","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/19/2015",0,0,0,91,73,NA,NA
"536","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/20/2015",0.34,0,0,89,75,NA,1
"537","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/21/2015",0,0,0,93,72,NA,NA
"538","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/22/2015",0,0,0,94,75,NA,NA
"539","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/23/2015",0,0,0,94,77,NA,NA
"540","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/24/2015",1.56,0,0,93,72,NA,1
"541","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/25/2015",0,0,0,93,70,NA,NA
"542","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/26/2015",0,0,0,90,74,NA,NA
"543","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/27/2015",1.37,0,0,85,72,1,1
"544","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/28/2015",0,0,0,83,66,NA,NA
"545","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/29/2015",0,0,0,86,65,NA,NA
"546","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","6/30/2015",0.07,0,0,86,72,NA,1
"547","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/1/2015",0.61,0,0,85,69,1,1
"548","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/2/2015",0.15,0,0,87,68,NA,1
"549","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/3/2015",0.42,0,0,79,70,1,1
"550","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/4/2015",1.54,0,0,85,68,1,1
"551","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/5/2015",0,0,0,84,69,NA,NA
"552","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/6/2015",0.05,0,0,84,71,1,1
"553","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/7/2015",0,0,0,90,71,NA,NA
"554","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/8/2015",0,0,0,90,74,NA,NA
"555","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/9/2015",0,0,0,91,73,NA,NA
"556","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/10/2015",0,0,0,93,74,NA,NA
"557","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/11/2015",0,0,0,92,73,NA,NA
"558","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/12/2015",0,0,0,93,72,NA,1
"559","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/13/2015",0.01,0,0,92,71,NA,1
"560","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/14/2015",0.92,0,0,90,69,1,1
"561","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/15/2015",0.08,0,0,89,69,NA,1
"562","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/16/2015",0,0,0,88,73,NA,NA
"563","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/17/2015",0,0,0,93,76,NA,NA
"564","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/18/2015",0.02,0,0,92,76,NA,1
"565","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/19/2015",0,0,0,91,74,NA,1
"566","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/20/2015",0,0,0,93,74,NA,1
"567","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/21/2015",0.09,0,0,93,75,NA,1
"568","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/22/2015",0.71,0,0,92,71,1,1
"569","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/23/2015",0.27,0,0,88,73,1,1
"570","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/24/2015",0,0,0,91,74,NA,NA
"571","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/25/2015",0,0,0,90,75,NA,NA
"572","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/26/2015",0,0,0,91,74,NA,NA
"573","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/27/2015",0,0,0,92,76,NA,NA
"574","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/28/2015",0,0,0,94,76,NA,NA
"575","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/29/2015",0.03,0,0,93,75,NA,NA
"576","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/30/2015",0.01,0,0,94,76,NA,1
"577","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","7/31/2015",0.1,0,0,93,72,NA,NA
"578","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/1/2015",0,0,0,89,73,NA,NA
"579","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/2/2015",0,0,0,94,70,NA,NA
"580","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/3/2015",0,0,0,94,73,NA,NA
"581","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/4/2015",0,0,0,97,74,NA,NA
"582","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/5/2015",0,0,0,95,74,NA,NA
"583","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/6/2015",0.12,0,0,88,73,1,1
"584","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/7/2015",0,0,0,88,73,1,NA
"585","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/8/2015",0,0,0,92,70,NA,NA
"586","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/9/2015",0,0,0,93,73,NA,NA
"587","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/10/2015",0.05,0,0,94,75,NA,1
"588","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/11/2015",0.01,0,0,91,72,NA,NA
"589","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/12/2015",0,0,0,90,71,NA,NA
"590","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/13/2015",0,0,0,89,71,NA,1
"591","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/14/2015",0,0,0,90,72,NA,NA
"592","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/15/2015",0,0,0,90,71,NA,NA
"593","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/16/2015",0,0,0,90,71,NA,NA
"594","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/17/2015",1.26,0,0,89,71,1,1
"595","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/18/2015",0.72,0,0,88,72,1,1
"596","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/19/2015",1.25,0,0,89,73,1,1
"597","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/20/2015",0.27,0,0,88,73,1,NA
"598","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/21/2015",0,0,0,89,73,NA,NA
"599","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/22/2015",0,0,0,92,74,NA,NA
"600","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/23/2015",1.42,0,0,87,70,1,1
"601","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/24/2015",0,0,0,89,72,NA,NA
"602","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/25/2015",0,0,0,84,64,NA,NA
"603","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/26/2015",0,0,0,86,60,NA,NA
"604","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/27/2015",0,0,0,85,67,NA,NA
"605","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/28/2015",0,0,0,83,70,1,NA
"606","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/29/2015",0,0,0,81,72,NA,NA
"607","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/30/2015",0.64,0,0,74,67,1,NA
"608","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","8/31/2015",0.03,0,0,84,67,1,NA
"609","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/1/2015",0,0,0,87,69,NA,NA
"610","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/2/2015",0,0,0,90,73,NA,NA
"611","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/3/2015",0.41,0,0,89,72,NA,1
"612","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/4/2015",0,0,0,92,70,NA,1
"613","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/5/2015",0,0,0,87,71,NA,NA
"614","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/6/2015",0,0,0,85,71,NA,NA
"615","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/7/2015",0.22,0,0,85,70,NA,NA
"616","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/8/2015",0.15,0,0,84,71,1,NA
"617","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/9/2015",0.22,0,0,87,70,1,1
"618","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/10/2015",0.42,0,0,85,69,1,1
"619","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/11/2015",0,0,0,86,68,1,NA
"620","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/12/2015",0,0,0,78,59,NA,NA
"621","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/13/2015",0,0,0,75,53,NA,NA
"622","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/14/2015",0,0,0,77,54,NA,NA
"623","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/15/2015",0,0,0,80,59,NA,NA
"624","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/16/2015",0,0,0,79,62,NA,NA
"625","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/17/2015",0,0,0,83,62,NA,NA
"626","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/18/2015",0,0,0,83,65,NA,NA
"627","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/19/2015",0,0,0,87,62,NA,NA
"628","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/20/2015",0,0,0,89,65,NA,NA
"629","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/21/2015",0,0,0,77,67,NA,NA
"630","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/22/2015",0.01,0,0,76,67,1,NA
"631","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/23/2015",0,0,0,81,64,NA,NA
"632","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/24/2015",0.72,0,0,74,59,1,NA
"633","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/25/2015",0.28,0,0,67,62,1,NA
"634","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/26/2015",0.73,0,0,71,66,1,NA
"635","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/27/2015",0.01,0,0,71,65,1,NA
"636","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/28/2015",0.04,0,0,75,67,1,NA
"637","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/29/2015",0.72,0,0,77,70,1,NA
"638","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","9/30/2015",0,0,0,85,68,1,NA
"639","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/1/2015",0.21,0,0,71,66,1,NA
"640","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/2/2015",0.03,0,0,66,60,1,NA
"641","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/3/2015",0.5,0,0,66,57,1,NA
"642","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/4/2015",0.15,0,0,70,62,1,NA
"643","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/5/2015",0.01,0,0,73,64,1,NA
"644","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/6/2015",0,0,0,76,59,NA,NA
"645","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/7/2015",0,0,0,81,60,NA,NA
"646","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/8/2015",0,0,0,82,60,NA,NA
"647","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/9/2015",0,0,0,81,63,NA,NA
"648","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/10/2015",0.76,0,0,71,63,1,1
"649","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/11/2015",0,0,0,73,58,1,NA
"650","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/12/2015",0,0,0,76,56,1,NA
"651","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/13/2015",0.03,0,0,81,59,NA,1
"652","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/14/2015",0,0,0,78,51,NA,NA
"653","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/15/2015",0,0,0,81,54,NA,NA
"654","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/16/2015",0,0,0,77,52,NA,NA
"655","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/17/2015",0,0,0,70,45,NA,NA
"656","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/18/2015",0,0,0,66,44,NA,NA
"657","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/19/2015",0,0,0,64,45,NA,NA
"658","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/20/2015",0,0,0,71,43,NA,NA
"659","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/21/2015",0,0,0,76,50,NA,NA
"660","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/22/2015",0,0,0,79,54,NA,NA
"661","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/23/2015",0,0,0,81,57,NA,NA
"662","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/24/2015",0,0,0,76,59,NA,NA
"663","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/25/2015",0,0,0,71,61,1,NA
"664","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/26/2015",0.4,0,0,67,52,1,NA
"665","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/27/2015",0.2,0,0,56,50,1,NA
"666","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/28/2015",0.24,0,0,78,56,1,NA
"667","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/29/2015",0.01,0,0,70,55,1,NA
"668","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/30/2015",0,0,0,70,48,NA,NA
"669","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","10/31/2015",0.01,0,0,62,50,NA,NA
"670","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/1/2015",0.86,0,0,65,57,1,NA
"671","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/2/2015",2.62,0,0,74,63,1,1
"672","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/3/2015",0,0,0,68,63,1,NA
"673","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/4/2015",0,0,0,69,63,1,NA
"674","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/5/2015",0.11,0,0,67,62,1,NA
"675","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/6/2015",0.87,0,0,77,66,1,NA
"676","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/7/2015",0.73,0,0,70,56,1,1
"677","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/8/2015",1.55,0,0,56,46,1,NA
"678","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/9/2015",0.19,0,0,53,47,1,NA
"679","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/10/2015",0,0,0,66,52,1,NA
"680","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/11/2015",0,0,0,74,48,NA,NA
"681","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/12/2015",0.01,0,0,71,51,1,NA
"682","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/13/2015",0,0,0,62,43,NA,NA
"683","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/14/2015",0,0,0,63,39,NA,NA
"684","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/15/2015",0,0,0,59,38,NA,NA
"685","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","11/16/2015",0,0,0,67,43,NA,NA
