STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/11/2015,6.26,,,,0,,0,0,64,73,58,,70,70,,,17,17,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/12/2015,4.25,,,,0,,0,0,64,76,56,,250,280,,,12.1,14.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/13/2015,7.38,,,,0.03,,0,0,68,81,59,,240,280,,,15,19.9,,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/14/2015,6.04,,,,0,,0,0,64,78,51,,320,320,,,17,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/15/2015,2.91,,,,0,,0,0,66,81,54,,20,10,,,8.9,12.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/16/2015,8.28,,,,0,,0,0,67,77,52,,330,340,,,21.9,27.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/17/2015,9.4,,,,0,,0,0,58,70,45,,330,330,,,18.1,25.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/18/2015,7.61,,,,0,,0,0,55,66,44,,80,70,,,17,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/19/2015,8.28,,,,0,,0,0,54,64,45,,110,120,,,15,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/20/2015,5.37,,,,0,,0,0,55,71,43,,90,90,,,8.9,12.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/21/2015,3.8,,,,0,,0,0,61,76,50,,50,30,,,8.9,13,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/22/2015,4.25,,,,0,,0,0,66,79,54,,120,30,,,8.1,11,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/23/2015,1.57,,,,0,,0,0,68,81,57,,140,170,,,8.1,10.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/24/2015,5.82,,,,0,,0,0,68,76,59,,80,80,,,16.1,18.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/25/2015,6.04,,,,0,,0,0,66,71,61,,80,80,,,15,18.1,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/26/2015,15.66,,,,0.4,,0,0,65,67,52,,70,80,,,29.1,36.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/27/2015,17.9,,,,0.2,,0,0,53,56,50,,80,90,,,28,33.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/28/2015,7.83,,,,0.24,,0,0,64,78,56,,240,270,,,17,23,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/29/2015,5.82,,,,0.01,,0,0,63,70,55,,260,260,,,13,16.1,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/30/2015,7.16,,,,0,,0,0,58,70,48,,320,300,,,13,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",10/31/2015,8.5,,,,0.01,,0,0,57,62,50,,110,110,,,16.1,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/1/2015,9.17,,,,0.86,,0,0,60,65,57,,90,80,,,16.1,19,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/2/2015,9.17,,,,2.62,,0,0,66,74,63,,50,40,,,18.1,23,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/3/2015,10.51,,,,0,,0,0,66,68,63,,60,50,,,15,21,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/4/2015,8.28,,,,0,,0,0,65,69,63,,90,30,,,15,18.1,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/5/2015,7.16,,,,0.11,,0,0,64,67,62,,90,30,,,12.1,16.1,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/6/2015,5.82,,,,0.87,,0,0,69,77,66,,300,300,,,17,21.9,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/7/2015,6.49,,,,0.73,,0,0,69,70,56,,300,300,,,21,25.1,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/8/2015,16.78,,,,1.55,,0,0,54,56,46,,70,80,,,25.9,35.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/9/2015,12.3,,,,0.19,,0,0,48,53,47,,80,90,,,23,27.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/10/2015,7.83,,,,0,,0,0,56,66,52,,290,340,,,15,18.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/11/2015,4.25,,,,0,,0,0,59,74,48,,180,240,,,8.9,12.1,,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/12/2015,10.29,,,,0.01,,0,0,62,71,51,,260,260,,,21,25.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/13/2015,12.3,,,,0,,0,0,55,62,43,,350,340,,,25.1,32,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/14/2015,8.5,,,,0,,0,0,50,63,39,,320,330,,,15,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/15/2015,5.14,,,,0,,0,0,49,59,38,,120,120,,,13,16.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/16/2015,7.38,,,,0,,0,0,53,67,43,,90,80,,,13,15,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/17/2015,12.97,,,,0,,0,0,60,70,53,,90,100,,,23,28,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/18/2015,11.18,,,,1.03,,0,0,62,71,56,,230,230,,,25.9,36,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/19/2015,9.4,,,,0.01,,0,0,64,70,51,,330,320,,,17,21,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/20/2015,8.05,,,,0,,0,0,56,70,46,,330,330,,,14.1,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/21/2015,8.05,,,,0,,0,0,52,57,44,,80,80,,,16.1,19,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/22/2015,14.09,,,,0,,0,0,47,52,35,,330,330,,,23.9,28,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/23/2015,6.71,,,,0,,0,0,40,54,31,,330,330,,,15,19,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/24/2015,4.92,,,,0,,0,0,45,58,33,,60,70,,,10.1,13,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/25/2015,10.74,,,,0,,0,0,47,57,37,,80,70,,,17,21,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/26/2015,12.75,,,,0,,0,0,54,68,45,,80,80,,,18.1,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/27/2015,8.28,,,,0,,0,0,60,72,49,,100,110,,,14.1,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/28/2015,2.68,,,,0,,0,0,61,71,51,,180,190,,,8.9,11,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/29/2015,4.03,,,,0,,0,0,63,73,55,,200,220,,,8.9,14.1,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",11/30/2015,5.37,,,,0,,0,0,66,72,61,,180,200,,,13,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/1/2015,6.26,,,,0,,0,0,63,70,60,,90,20,,,12.1,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/2/2015,8.5,,,,0.15,,0,0,59,63,47,,310,310,,,18.1,23.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/3/2015,10.07,,,,0,,0,0,45,48,40,,340,340,,,17,23.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/4/2015,10.51,,,,0,,0,0,45,57,38,,70,80,,,18.1,23,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/5/2015,10.96,,,,0,,0,0,47,59,37,,90,90,,,21.9,23.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/6/2015,7.16,,,,0,,0,0,51,65,42,,90,90,,,16.1,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/7/2015,5.82,,,,0,,0,0,55,66,46,,320,320,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/8/2015,4.03,,,,0,,0,0,51,65,40,,170,340,,,8.1,11,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/9/2015,4.47,,,,0,,0,0,52,66,42,,250,250,,,16.1,21.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/10/2015,5.59,,,,0,,0,0,58,67,51,,210,250,,,12.1,14.1,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/11/2015,6.26,,,,0,,0,0,63,73,55,,220,220,,,14.1,19.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/12/2015,3.8,,,,0,,0,0,62,73,53,,200,130,,,12.1,15,1,1,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/13/2015,8.05,,,,0,,0,0,62,72,53,,140,130,,,15,21.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/14/2015,10.74,,,,0.26,,0,0,65,68,54,,270,270,,,23,30,1,,,,,,1,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/15/2015,6.04,,,,0,,0,0,58,72,48,,340,350,,,14.1,19,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/16/2015,5.14,,,,0.17,,0,0,58,72,46,,180,190,,,16.1,21,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/17/2015,7.83,,,,1.99,,0,0,60,66,48,,310,270,,,14.1,19.9,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/18/2015,13.87,,,,0,,0,0,46,48,32,,320,320,,,28,36.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/19/2015,7.61,,,,0,,0,0,38,53,29,,320,330,,,16.1,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/20/2015,6.93,,,,0,,0,0,43,55,34,,90,90,,,14.1,17,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/21/2015,7.83,,,,0.42,,0,0,50,57,44,,110,130,,,12.1,16.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/22/2015,5.14,,,,0.38,,0,0,58,64,53,,170,170,,,16.1,23,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/23/2015,9.84,,,,1.26,,0,0,62,66,61,,190,190,,,16.1,21.9,1,1,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/24/2015,9.17,,,,3.93,,0,0,68,72,65,,280,270,,,29.1,38,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/25/2015,11.41,,,,0.71,,0,0,69,75,63,,150,140,,,25.1,34,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/26/2015,6.71,,,,0.02,,0,0,67,77,60,,160,170,,,14.1,18.1,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/27/2015,7.16,,,,0.01,,0,0,69,75,65,,190,190,,,15,19,1,1,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/28/2015,11.86,,,,1.54,,0,0,69,73,66,,170,150,,,23,32,1,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/29/2015,6.04,,,,0,,0,0,65,71,57,,240,240,,,14.1,19.9,,,,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/30/2015,4.7,,,,1.45,,0,0,61,66,58,,300,290,,,17,21.9,1,,1,,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",12/31/2015,10.51,,,,0.22,,0,0,58,62,46,,320,320,,,17,21.9,1,,,,,,,
